field_1,LAT,LON,PLOT,UNQE_FIRE_,FEATURE_CA,GIS_ACRES,FIRE_YEAR_
"11262",47.835408000000001,-120.224093999999994,"75927",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"13195",47.809952000000003,-120.072978000000006,"73293",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17769",47.835408000000001,-120.224093999999994,"75927",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"6330",47.766599999999997,-120.296513000000004,"87045",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"9550",47.741973999999999,-120.297788999999995,"89304",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"13408",47.717637000000003,-120.301062999999999,"68267",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15313",47.766599999999997,-120.296513000000004,"87045",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17391",47.741973999999999,-120.297788999999995,"89304",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"21903",47.723185999999998,-120.283691000000005,"43",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"356",47.843901000000002,-120.552036000000001,"50815",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"653",47.844901000000000,-120.475237000000007,"88633",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"654",47.845446000000003,-120.399285000000006,"86464",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"717",47.873846000000000,-120.504290999999995,"88354",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"738",47.869582999999999,-120.554192999999998,"87051",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"1800",47.843800000000002,-120.285824000000005,"53502",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2558",47.834031000000003,-120.329721000000006,"66017",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2782",47.863999999999997,-120.295045999999999,"52908",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2954",47.891345000000001,-120.546321000000006,"62247",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4136",47.850006000000000,-120.517056999999994,"89600",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4797",47.848410999999999,-120.589703000000000,"95131",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7185",47.891044000000001,-120.325731000000005,"95465",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7381",47.869582999999999,-120.554192999999998,"87051",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7672",47.845120000000001,-120.357061999999999,"67948",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"9099",47.843800000000002,-120.285824000000005,"53502",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"9340",47.844901000000000,-120.475237000000007,"88633",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"9341",47.845446000000003,-120.399285000000006,"86464",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"9850",47.863999999999997,-120.295045999999999,"52908",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10263",47.889550999999997,-120.290114000000003,"68184",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10445",47.869945999999999,-120.321907999999993,"56126",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10743",47.891345000000001,-120.546321000000006,"62247",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11221",47.834031000000003,-120.329721000000006,"66017",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11350",47.873846000000000,-120.504290999999995,"88354",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11697",47.843901000000002,-120.552036000000001,"50815",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"14437",47.889550999999997,-120.290114000000003,"68184",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15617",47.891044000000001,-120.325731000000005,"95465",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15714",47.848410999999999,-120.589703000000000,"95131",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17267",47.850006000000000,-120.517056999999994,"89600",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17774",47.869945999999999,-120.321907999999993,"56126",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17818",47.845120000000001,-120.357061999999999,"67948",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"86",47.771242000000001,-120.482856999999996,"85033",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"94",47.767778999999997,-120.509850999999998,"77833",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"472",47.789780000000000,-120.443157999999997,"61238",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"473",47.792403000000000,-120.366125999999994,"98321",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"824",47.770648000000001,-120.442463000000004,"76460",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"893",47.818497000000001,-120.439888999999994,"60655",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"1077",47.795985999999999,-120.300377999999995,"97590",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"1088",47.801616000000003,-120.554654999999997,"97594",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"1832",47.860298999999998,-120.261703999999995,"52175",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2037",47.774495999999999,-120.549195999999995,"69704",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2415",47.763469000000001,-120.364593999999997,"81970",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2588",47.795555999999998,-120.478245000000001,"52701",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"2847",47.817034999999997,-120.509231000000000,"64380",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"3873",47.826543999999998,-120.592725999999999,"96591",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4312",47.835963000000000,-120.256730000000005,"50390",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4346",47.745314999999998,-120.443624999999997,"74570",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4530",47.748762999999997,-120.544216000000006,"74865",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"4749",47.815323999999997,-120.327226999999993,"92897",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"5651",47.746949000000001,-120.411725000000004,"63838",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"6740",47.799818000000002,-120.401058000000006,"98010",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7385",47.767778999999997,-120.509850999999998,"77833",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7393",47.749070000000003,-120.488964999999993,"96981",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7419",47.817034999999997,-120.509231000000000,"64380",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7435",47.860298999999998,-120.261703999999995,"52175",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"7773",47.797334999999997,-120.328210999999996,"69754",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10103",47.820568999999999,-120.558839000000006,"86131",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10322",47.751846999999998,-120.503271999999996,"82835",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10769",47.818497000000001,-120.439888999999994,"60655",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10850",47.819921999999998,-120.476516000000004,"83582",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"10851",47.817461999999999,-120.366977000000006,"56438",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11164",47.744332999999997,-120.342534000000001,"72014",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11399",47.795555999999998,-120.478245000000001,"52701",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11465",47.769126000000000,-120.405939000000004,"83787",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11516",47.771242000000001,-120.482856999999996,"85033",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"11901",47.770648000000001,-120.442463000000004,"76460",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"12554",47.799818000000002,-120.401058000000006,"98010",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"12999",47.795985999999999,-120.300377999999995,"97590",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"13163",47.801616000000003,-120.554654999999997,"97594",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"13365",47.826543999999998,-120.592725999999999,"96591",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"13420",47.774495999999999,-120.549195999999995,"69704",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"14241",47.763469000000001,-120.364593999999997,"81970",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"14337",47.789780000000000,-120.443157999999997,"61238",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"14338",47.792403000000000,-120.366125999999994,"98321",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"14593",47.817461999999999,-120.366977000000006,"56438",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15363",47.749070000000003,-120.488964999999993,"96981",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15364",47.744332999999997,-120.342534000000001,"72014",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15448",47.819921999999998,-120.476516000000004,"83582",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"15918",47.769126000000000,-120.405939000000004,"83787",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"16768",47.751846999999998,-120.503271999999996,"82835",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"17392",47.745314999999998,-120.443624999999997,"74570",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"18086",47.815323999999997,-120.327226999999993,"92897",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"18376",47.797334999999997,-120.328210999999996,"69754",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"18526",47.820568999999999,-120.558839000000006,"86131",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"19164",47.748762999999997,-120.544216000000006,"74865",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"19959",47.746949000000001,-120.411725000000004,"63838",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"20133",47.835963000000000,-120.256730000000005,"50390",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"21901",47.762905000000003,-120.385925000000000,"39",,Wildfire Final Fire Perimeter,140173.000000000000000,"1994"
"5578",47.566611999999999,-120.230943999999994,"98755",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"13198",47.566611999999999,-120.230943999999994,"98755",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"3309",47.525064000000000,-120.252263999999997,"86958",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"9045",47.525064000000000,-120.252263999999997,"86958",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"3788",47.491205999999998,-120.273548000000005,"51566",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"17484",47.491205999999998,-120.273548000000005,"51566",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"20984",47.575684000000003,-120.202019000000007,"136",2008-WASPD-000000,Wildfire,11924.469999999999345,"2008"
"2716",48.018996000000001,-119.811994999999996,"52827",2012-WASPD-500300,Wildfire,8371.510000000000218,"2012"
"6385",48.050116000000003,-119.833184000000003,"74480",2012-WASPD-500300,Wildfire,8371.510000000000218,"2012"
"10954",48.018996000000001,-119.811994999999996,"52827",2012-WASPD-500300,Wildfire,8371.510000000000218,"2012"
"21118",48.050116000000003,-119.833184000000003,"74480",2012-WASPD-500300,Wildfire,8371.510000000000218,"2012"
"58",48.640048000000000,-117.724340999999995,"97085",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"474",48.708638000000001,-117.600797000000000,"70628",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"1795",48.659888000000002,-117.681602999999996,"71241",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"1861",48.635863000000001,-117.643490000000000,"65798",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"2285",48.657581000000000,-117.715896000000001,"66034",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"2314",48.661357000000002,-117.639944000000000,"64752",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"2530",48.614029000000002,-117.686662999999996,"62490",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"2531",48.685146000000003,-117.533321999999998,"50774",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"2830",48.723658000000000,-117.559674000000001,"68269",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"3650",48.681348000000000,-117.679036999999994,"80698",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"4404",48.706235999999997,-117.489210000000000,"77564",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"5265",48.637877000000003,-117.763373000000001,"62417",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"5416",48.637363000000001,-117.681462999999994,"55030",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"5760",48.725948000000002,-117.522317000000001,"76739",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"6297",48.609504999999999,-117.652810000000002,"96018",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"6930",48.705843999999999,-117.566218000000006,"50135",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"7423",48.723658000000000,-117.559674000000001,"68269",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"8800",48.685146000000003,-117.533321999999998,"50774",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"9092",48.659888000000002,-117.681602999999996,"71241",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"9182",48.594096999999998,-117.735466000000002,"79829",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"9537",48.683042999999998,-117.645009000000002,"88157",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"9665",48.640048000000000,-117.724340999999995,"97085",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"10201",48.614029000000002,-117.686662999999996,"62490",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"11235",48.678339999999999,-117.502391000000003,"57548",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"11420",48.681455999999997,-117.599557000000004,"74766",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"11932",48.706235999999997,-117.489210000000000,"77564",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"13149",48.661357000000002,-117.639944000000000,"64752",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"13280",48.635863000000001,-117.643490000000000,"65798",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"13675",48.657581000000000,-117.715896000000001,"66034",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"13684",48.708638000000001,-117.600797000000000,"70628",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"14580",48.705843999999999,-117.566218000000006,"50135",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"14677",48.681455999999997,-117.599557000000004,"74766",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"15287",48.609504999999999,-117.652810000000002,"96018",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"15599",48.594096999999998,-117.735466000000002,"79829",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"17053",48.725948000000002,-117.522317000000001,"76739",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"17588",48.637877000000003,-117.763373000000001,"62417",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"18448",48.678339999999999,-117.502391000000003,"57548",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"19127",48.637363000000001,-117.681462999999994,"55030",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"19138",48.681348000000000,-117.679036999999994,"80698",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"19647",48.683042999999998,-117.645009000000002,"88157",,Wildfire Final Fire Perimeter,46328.279999999998836,"1929"
"243",48.812429000000002,-117.285844999999995,"94855",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"487",48.835132000000002,-117.340453999999994,"95032",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"489",48.796774999999997,-117.444986999999998,"58759",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"686",48.945560000000000,-117.390584000000004,"69063",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1070",48.789192999999997,-117.343365000000006,"60934",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1074",48.807876000000000,-117.471605999999994,"54588",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1117",48.971266000000000,-117.417540000000002,"87594",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1246",48.963828999999997,-117.352766000000003,"64924",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1301",48.962848999999999,-117.395363000000003,"54634",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1834",48.790036999999998,-117.216553000000005,"51207",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1836",48.919835999999997,-117.387862999999996,"88400",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1837",48.784846999999999,-117.188345999999996,"60257",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1992",48.761310999999999,-117.226906000000000,"63416",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"2094",48.994287999999997,-117.469026999999997,"53693",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"2310",48.710788000000001,-117.194991999999999,"75620",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"2790",48.971767999999997,-117.458326999999997,"82636",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"2829",48.773753999999997,-117.478289000000004,"86135",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"2888",48.869604000000002,-117.469656999999998,"79936",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"3859",48.988804000000002,-117.391643999999999,"54284",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"4113",48.939973999999999,-117.363703999999998,"84045",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"4135",48.770417000000002,-117.456559999999996,"73547",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"4731",48.996631000000001,-117.428371999999996,"87024",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"5133",48.844445000000000,-117.444153999999997,"95737",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"5904",48.788739000000000,-117.299785000000000,"71768",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"6170",48.879021999999999,-117.420653000000001,"85849",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"6185",48.818477000000001,-117.369001999999995,"72432",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"6544",48.787657000000003,-117.261148000000006,"63995",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"7614",48.919835999999997,-117.387862999999996,"88400",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"7615",48.971767999999997,-117.458326999999997,"82636",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"8647",48.763784000000001,-117.183306000000002,"68870",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"8995",48.945560000000000,-117.390584000000004,"69063",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9078",48.790036999999998,-117.216553000000005,"51207",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9146",48.873967000000000,-117.432257000000007,"68531",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9267",48.790013000000002,-117.422359000000000,"97216",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9453",48.894516000000003,-117.442076999999998,"77430",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9598",48.869604000000002,-117.469656999999998,"79936",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9854",48.784846999999999,-117.188345999999996,"60257",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9868",48.773753999999997,-117.478289000000004,"86135",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9888",48.829791999999998,-117.427366000000006,"51170",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"9964",48.822994000000001,-117.480879000000002,"64490",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"10080",48.731385000000003,-117.196467999999996,"59316",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"10274",48.942684999999997,-117.425714999999997,"77909",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"10337",48.685927000000000,-117.198356000000004,"94973",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"10357",48.763131000000001,-117.263952000000003,"93852",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11068",48.849305000000001,-117.515296000000006,"72370",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11071",48.847529000000002,-117.478173999999996,"83969",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11258",48.915945000000001,-117.428032999999999,"68564",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11315",48.842126999999998,-117.366833000000000,"68406",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11319",48.821207000000001,-117.443779000000006,"81140",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11559",48.815013999999998,-117.263120999999998,"67278",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"11667",48.815773999999998,-117.332503000000003,"64272",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"12050",48.963828999999997,-117.352766000000003,"64924",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"12670",48.788739000000000,-117.299785000000000,"71768",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"12707",48.789192999999997,-117.343365000000006,"60934",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13156",48.835132000000002,-117.340453999999994,"95032",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13277",48.807876000000000,-117.471605999999994,"54588",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13319",48.796774999999997,-117.444986999999998,"58759",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13441",48.893163000000001,-117.391161999999994,"68294",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13669",48.710788000000001,-117.194991999999999,"75620",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13720",48.994287999999997,-117.469026999999997,"53693",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13732",48.988804000000002,-117.391643999999999,"54284",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"13869",48.812429000000002,-117.285844999999995,"94855",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14144",48.962848999999999,-117.395363000000003,"54634",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14200",48.844445000000000,-117.444153999999997,"95737",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14244",48.761310999999999,-117.226906000000000,"63416",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14383",48.815773999999998,-117.332503000000003,"64272",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14385",48.842126999999998,-117.366833000000000,"68406",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"14413",48.822994000000001,-117.480879000000002,"64490",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15077",48.894516000000003,-117.442076999999998,"77430",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15113",48.790013000000002,-117.422359000000000,"97216",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15454",48.685927000000000,-117.198356000000004,"94973",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15586",48.847529000000002,-117.478173999999996,"83969",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15587",48.821207000000001,-117.443779000000006,"81140",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"15735",48.770417000000002,-117.456559999999996,"73547",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"16027",48.763131000000001,-117.263952000000003,"93852",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"16401",48.849305000000001,-117.515296000000006,"72370",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"16440",48.942684999999997,-117.425714999999997,"77909",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"17400",48.787657000000003,-117.261148000000006,"63995",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"17407",48.818477000000001,-117.369001999999995,"72432",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"18057",48.939973999999999,-117.363703999999998,"84045",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"18313",48.879021999999999,-117.420653000000001,"85849",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"18480",48.873967000000000,-117.432257000000007,"68531",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"18570",48.829791999999998,-117.427366000000006,"51170",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"19816",48.763784000000001,-117.183306000000002,"68870",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"20061",48.996631000000001,-117.428371999999996,"87024",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"20147",48.731385000000003,-117.196467999999996,"59316",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"20149",48.815013999999998,-117.263120999999998,"67278",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"20161",48.915945000000001,-117.428032999999999,"68564",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"20321",48.971266000000000,-117.417540000000002,"87594",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"21429",48.998534999999997,-117.380240999999998,"1",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"21430",48.834637000000001,-117.442466999999994,"4",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"21431",48.784362999999999,-117.440246999999999,"5",,Wildfire Final Fire Perimeter,91053.830000000001746,"1926"
"1771",48.730978999999998,-117.669867999999994,"88397",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"2789",48.665900999999998,-117.769363999999996,"55624",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"3531",48.689731000000002,-117.748168000000007,"98174",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"6320",48.735469999999999,-117.713876999999997,"91607",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"6327",48.710925000000003,-117.716455999999994,"93296",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"7115",48.719022000000002,-117.754688000000002,"89282",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"9091",48.665900999999998,-117.769363999999996,"55624",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"10611",48.681404000000001,-117.722171000000003,"71190",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"14169",48.730978999999998,-117.669867999999994,"88397",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
"15620",48.719022000000002,-117.754688000000002,"89282",,Wildfire Final Fire Perimeter,119569.899999999994179,"1926"
